*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_D6BAD615E858472D	abm_mt_sta_gift_00225	耐力馈赠 14							消耗你的部分生命值来恢复友方目标的耐力。
_D7BAD615E8584728	abm_mt_sta_gift_00250	耐力馈赠 15							消耗你的部分生命值来恢复友方目标的耐力。
_C2E3FF074945F187	abm_mt_self_heal_00015	自我治疗 1							以消耗一定树液为代价恢复你的部分生命值。
_C2E3FF084945DD88	abm_mt_self_heal_00020	自我治疗 2							以消耗一定树液为代价恢复你的部分生命值。
_C2E3FF094945DD89	abm_mt_self_heal_00030	自我治疗 3							以消耗一定树液为代价恢复你的部分生命值。
_C2E3FF0A4945DD8A	abm_mt_self_heal_00040	自我治疗 4							以消耗一定树液为代价恢复你的部分生命值。
_C2E3FF0B4945DD8B	abm_mt_self_heal_00050	自我治疗 5							以消耗一定树液为代价恢复你的部分生命值。
_C2E3FF0C4945F18C	abm_mt_self_heal_00065	自我治疗 6							以消耗一定树液为代价恢复你的部分生命值。
_C2E3FF0D4945DD8E	abm_mt_self_heal_00080	自我治疗 7							以消耗一定树液为代价恢复你的部分生命值。
_02E3FF0E4945DD86	abm_mt_self_heal_00100	自我治疗 8							以消耗一定树液为代价恢复你的部分生命值。
_02E3FF0F4945DD88	abm_mt_self_heal_00120	自我治疗 9							以消耗一定树液为代价恢复你的部分生命值。
_99026E935ADC224F	abm_mt_self_heal_00140	自我治疗 10							以消耗一定树液为代价恢复你的部分生命值。
_990272935ADC2251	abm_mt_self_heal_00160	自我治疗 11							以消耗一定树液为代价恢复你的部分生命值。
_990276935ADC2253	abm_mt_self_heal_00180	自我治疗 12							以消耗一定树液为代价恢复你的部分生命值。
_D9027A935ADC224B	abm_mt_self_heal_00200	自我治疗 13							以消耗一定树液为代价恢复你的部分生命值。
_D9027E935ADC364D	abm_mt_self_heal_00225	自我治疗 14							以消耗一定树液为代价恢复你的部分生命值。
_D90282935ADC2250	abm_mt_self_heal_00250	自我治疗 15							以消耗一定树液为代价恢复你的部分生命值。
_B1FB972F32EE1A48	abm_mt_self_sap_gift_00015	自我树液馈赠 1							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833132EE1A48	abm_mt_self_sap_gift_00020	自我树液馈赠 2							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833332EE1A48	abm_mt_self_sap_gift_00030	自我树液馈赠 3							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833532EE1A48	abm_mt_self_sap_gift_00040	自我树液馈赠 4							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833732EE1A48	abm_mt_self_sap_gift_00050	自我树液馈赠 5							以消耗一定生命值为代价恢复你的部分树液。
_B1FB973932EE1A48	abm_mt_self_sap_gift_00065	自我树液馈赠 6							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833C32EE1A48	abm_mt_self_sap_gift_00080	自我树液馈赠 7							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833572EE1A48	abm_mt_self_sap_gift_00100	自我树液馈赠 8							以消耗一定生命值为代价恢复你的部分树液。
_B1FB833872EE1A48	abm_mt_self_sap_gift_00120	自我树液馈赠 9							以消耗一定生命值为代价恢复你的部分树液。
_8076236277A12010	abm_mt_self_sap_gift_00140	自我树液馈赠 10							以消耗一定生命值为代价恢复你的部分树液。
_8076276477A12010	abm_mt_self_sap_gift_00160	自我树液馈赠 11							以消耗一定生命值为代价恢复你的部分树液。
_80762B6677A12010	abm_mt_self_sap_gift_00180	自我树液馈赠 12							以消耗一定生命值为代价恢复你的部分树液。
_80762F5EB7A12010	abm_mt_self_sap_gift_00200	自我树液馈赠 13							以消耗一定生命值为代价恢复你的部分树液。
_80764760B7A12010	abm_mt_self_sap_gift_00225	自我树液馈赠 14							以消耗一定生命值为代价恢复你的部分树液。
_80763763B7A12010	abm_mt_self_sap_gift_00250	自我树液馈赠 15							以消耗一定生命值为代价恢复你的部分树液。
_0C9E22D58B066DA3	abm_mt_self_sta_gift_00005	自我耐力馈赠 1							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E22D68B066DA4	abm_mt_self_sta_gift_00015	自我耐力馈赠 2							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E0ED88B066DA5	abm_mt_self_sta_gift_00030	自我耐力馈赠 3							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E0ED98B066DA6	abm_mt_self_sta_gift_00040	自我耐力馈赠 4							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E0EDA8B066DA7	abm_mt_self_sta_gift_00050	自我耐力馈赠 5							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E22DB8B066DA8	abm_mt_self_sta_gift_00065	自我耐力馈赠 6							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E0EDD8B066DA9	abm_mt_self_sta_gift_00080	自我耐力馈赠 7							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E0ED5CB066DAA	abm_mt_self_sta_gift_00100	自我耐力馈赠 8							以消耗一定生命值为代价恢复你的部分耐力。
_0C9E0ED7CB066DAB	abm_mt_self_sta_gift_00120	自我耐力馈赠 9							以消耗一定生命值为代价恢复你的部分耐力。
_364731EB76DAAC71	abm_mt_self_sta_gift_00140	自我耐力馈赠 10							以消耗一定生命值为代价恢复你的部分耐力。
_364731ED76DAB071	abm_mt_self_sta_gift_00160	自我耐力馈赠 11							以消耗一定生命值为代价恢复你的部分耐力。
_364731EF76DAB471	abm_mt_self_sta_gift_00180	自我耐力馈赠 12							以消耗一定生命值为代价恢复你的部分耐力。
_364731E7B6DAB871	abm_mt_self_sta_gift_00200	自我耐力馈赠 13							以消耗一定生命值为代价恢复你的部分耐力。
_364745E9B6DABC71	abm_mt_self_sta_gift_00225	自我耐力馈赠 14							以消耗一定生命值为代价恢复你的部分耐力。
_364731ECB6DAC071	abm_mt_self_sta_gift_00250	自我耐力馈赠 15							以消耗一定生命值为代价恢复你的部分耐力。
_FE84C8EC1CBB5887	abm_ml_blind_00015	致盲 1							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4EF1CBB5887	abm_ml_blind_00030	致盲 2							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4F11CBB5887	abm_ml_blind_00040	致盲 3							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4F31CBB5887	abm_ml_blind_00050	致盲 4							致盲你的敌人，使其攻击效率大幅下降。
_FE84C8F51CBB5887	abm_ml_blind_00065	致盲 5							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4F81CBB5887	abm_ml_blind_00080	致盲 6							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4F15CBB5887	abm_ml_blind_00100	致盲 7							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4F45CBB5887	abm_ml_blind_00120	致盲 8							致盲你的敌人，使其攻击效率大幅下降。
_FE84B4F75CBB5887	abm_ml_blind_00140	致盲 9							致盲你的敌人，使其攻击效率大幅下降。
_A209A8FBEE047A06	abm_ml_blind_00160	致盲 10							致盲你的敌人，使其攻击效率大幅下降。
_A209ACFDEE047A06	abm_ml_blind_00180	致盲 11							致盲你的敌人，使其攻击效率大幅下降。
_A209B0F52E047A06	abm_ml_blind_00200	致盲 12							致盲你的敌人，使其攻击效率大幅下降。
_A209C8F72E047A06	abm_ml_blind_00225	致盲 13							致盲你的敌人，使其攻击效率大幅下降。
_A209B8FA2E047A06	abm_ml_blind_00250	致盲 14							致盲你的敌人，使其攻击效率大幅下降。
_E5CE6B54E40FDC1D	abm_ml_madness_00015	疯狂 1							使你的敌人陷入疯狂，可能转而攻击自己。
_A4EE6B54E40FDC1E	abm_ml_madness_00030	疯狂 2							使你的敌人陷入疯狂，可能转而攻击自己。
_A4FE6B54E40FDC1F	abm_ml_madness_00040	疯狂 3							使你的敌人陷入疯狂，可能转而攻击自己。
_A40E6B54E40FDC20	abm_ml_madness_00050	疯狂 4							使你的敌人陷入疯狂，可能转而攻击自己。
_E51E6B54E40F5C21	abm_ml_madness_00065	疯狂 5							使你的敌人陷入疯狂，可能转而攻击自己。
_A43E6B54E40FDC22	abm_ml_madness_00080	疯狂 6							使你的敌人陷入疯狂，可能转而攻击自己。
_A4BE6F54E40FDC23	abm_ml_madness_00100	疯狂 7							使你的敌人陷入疯狂，可能转而攻击自己。
_A4DE6F54E40FDC24	abm_ml_madness_00120	疯狂 8							使你的敌人陷入疯狂，可能转而攻击自己。
_A4FE6F54E40FDC25	abm_ml_madness_00140	疯狂 9							使你的敌人陷入疯狂，可能转而攻击自己。
_6D73A6E482A5C5E5	abm_ml_madness_00160	疯狂 10							使你的敌人陷入疯狂，可能转而攻击自己。
_6D93A6E482A5C9E5	abm_ml_madness_00180	疯狂 11							使你的敌人陷入疯狂，可能转而攻击自己。
_6D13AAE482A5CDE5	abm_ml_madness_00200	疯狂 12							使你的敌人陷入疯狂，可能转而攻击自己。
_AE33AAE482A5D1E5	abm_ml_madness_00225	疯狂 13							使你的敌人陷入疯狂，可能转而攻击自己。
_6D63AAE482A5D5E5	abm_ml_madness_00250	疯狂 14							使你的敌人陷入疯狂，可能转而攻击自己。
_D2957355F628EC33	abm_ml_root_00015	定身 1							将你的敌人定在原地。
_D29573507638EC33	abm_ml_root_00030	定身 2							将你的敌人定在原地。
_D2957350B748EC33	abm_ml_root_00040	定身 3							将你的敌人定在原地。
_D2957350F758EC33	abm_ml_root_00050	定身 4							将你的敌人定在原地。
_D29573553768EC33	abm_ml_root_00065	定身 5							将你的敌人定在原地。
_D2957350B878EC33	abm_ml_root_00080	定身 6							将你的敌人定在原地。
_D2957350B698EC33	abm_ml_root_00100	定身 7							将你的敌人定在原地。
_D295735036A8EC33	abm_ml_root_00120	定身 8							将你的敌人定在原地。
_D2957350B7B8EC33	abm_ml_root_00140	定身 9							将你的敌人定在原地。
_99B0D442B0117E40	abm_ml_root_00160	定身 10							将你的敌人定在原地。
_99B0D44271117E40	abm_ml_root_00180	定身 11							将你的敌人定在原地。
_99B0D442AF217E40	abm_ml_root_00200	定身 12							将你的敌人定在原地。
_99B0D4476F217E40	abm_ml_root_00225	定身 13							将你的敌人定在原地。
_99B0D44271217E40	abm_ml_root_00250	定身 14							将你的敌人定在原地。
_F3C3F90AF8E9446D	abm_ml_slow_attack_00010	迟缓攻击 1							降低敌人的攻击频率。
_F3C3FD0AF809446D	abm_ml_slow_attack_00030	迟缓攻击 2							降低敌人的攻击频率。
_F3C3010AF819446D	abm_ml_slow_attack_00040	迟缓攻击 3							降低敌人的攻击频率。
_F3C3050AF829446D	abm_ml_slow_attack_00050	迟缓攻击 4							降低敌人的攻击频率。
_F3C3090A3939446D	abm_ml_slow_attack_00065	迟缓攻击 5							降低敌人的攻击频率。
_F3C30D0AF859446D	abm_ml_slow_attack_00080	迟缓攻击 6							降低敌人的攻击频率。
_F3C3110AF8D9486D	abm_ml_slow_attack_00100	迟缓攻击 7							降低敌人的攻击频率。
_F3C3150AF8F9486D	abm_ml_slow_attack_00120	迟缓攻击 8							降低敌人的攻击频率。
_F3C3190AF819486D	abm_ml_slow_attack_00140	迟缓攻击 9							降低敌人的攻击频率。
_FB0C120FE91AC8C7	abm_ml_slow_attack_00160	迟缓攻击 10							降低敌人的攻击频率。
_FB1C120FE93AC8C7	abm_ml_slow_attack_00180	迟缓攻击 11							降低敌人的攻击频率。
_FB2C120FE9BACCC7	abm_ml_slow_attack_00200	迟缓攻击 12							降低敌人的攻击频率。
_FB3C120F2ADACCC7	abm_ml_slow_attack_00225	迟缓攻击 13							降低敌人的攻击频率。
_FB4C120FE90ACCC7	abm_ml_slow_attack_00250	迟缓攻击 14							降低敌人的攻击频率。
_D31B464DC4BDA7FD	abm_ml_slow_move_00010	缓行 1							减缓敌人的移动速度。
_D31B464DC4BDA700	abm_ml_slow_move_00030	缓行 2							减缓敌人的移动速度。
_D31B464DC4BDA702	abm_ml_slow_move_00040	缓行 3							减缓敌人的移动速度。
_D31B464DC4BDA704	abm_ml_slow_move_00050	缓行 4							减缓敌人的移动速度。
_D31B464DC4BDBB06	abm_ml_slow_move_00065	缓行 5							减缓敌人的移动速度。
_D31B464DC4BDA709	abm_ml_slow_move_00080	缓行 6							减缓敌人的移动速度。
_131B464DC4BDA702	abm_ml_slow_move_00100	缓行 7							减缓敌人的移动速度。
_131B464DC4BDA705	abm_ml_slow_move_00120	缓行 8							减缓敌人的移动速度。
_131B464DC4BDA708	abm_ml_slow_move_00140	缓行 9							减缓敌人的移动速度。
_6647D367057012AE	abm_ml_slow_move_00160	缓行 10							减缓敌人的移动速度。
_6647D367057016B0	abm_ml_slow_move_00180	缓行 11							减缓敌人的移动速度。
_A647D36705701AA8	abm_ml_slow_move_00200	缓行 12							减缓敌人的移动速度。
_A647D367057032AA	abm_ml_slow_move_00225	缓行 13							减缓敌人的移动速度。
_A647D367057022AD	abm_ml_slow_move_00250	缓行 14							减缓敌人的移动速度。
_92ECFE8D24FE9508	abm_ml_electric_00140	闪电汲取伤害 1							敌人在一段时间内持续承受闪电攻击，生命值被反复汲取。
_12FCFE8D24FE9508	abm_ml_electric_00160	闪电汲取伤害 2							敌人在一段时间内持续承受闪电攻击，生命值被反复汲取。
_930CFE8D24FE9508	abm_ml_electric_00180	闪电汲取伤害 3							敌人在一段时间内持续承受闪电攻击，生命值被反复汲取。
_912CFE8D24FE9508	abm_ml_electric_00200	闪电汲取伤害 4							敌人在一段时间内持续承受闪电攻击，生命值被反复汲取。
_113CFE8D24FE950D	abm_ml_electric_00225	闪电汲取伤害 5							敌人在一段时间内持续承受闪电攻击，生命值被反复汲取。
_D24CFE8D24FE9508	abm_ml_electric_00250	闪电汲取伤害 6							敌人在一段时间内持续承受闪电攻击，生命值被反复汲取。
_48569AF2C31A4044	abm_ml_fire_00140	火焰汲取伤害 1							敌人在一段时间内持续承受火焰攻击，生命值被反复汲取。
_48569AF2831A4044	abm_ml_fire_00160	火焰汲取伤害 2							敌人在一段时间内持续承受火焰攻击，生命值被反复汲取。
_48569AF2441A4044	abm_ml_fire_00180	火焰汲取伤害 3							敌人在一段时间内持续承受火焰攻击，生命值被反复汲取。
_48569AF2832A4044	abm_ml_fire_00200	火焰汲取伤害 4							敌人在一段时间内持续承受火焰攻击，生命值被反复汲取。
_48569AF7432A4044	abm_ml_fire_00225	火焰汲取伤害 5							敌人在一段时间内持续承受火焰攻击，生命值被反复汲取。
_48569AF2442A4044	abm_ml_fire_00250	火焰汲取伤害 6							敌人在一段时间内持续承受火焰攻击，生命值被反复汲取。
_3055B19FC33C26F8	abm_ml_poison_00140	毒素汲取伤害 1							敌人在一段时间内持续承受毒素攻击，生命值被反复汲取。
_7055B99FC33C26F8	abm_ml_poison_00160	毒素汲取伤害 2							敌人在一段时间内持续承受毒素攻击，生命值被反复汲取。
_B055C19FC33C26F8	abm_ml_poison_00180	毒素汲取伤害 3							敌人在一段时间内持续承受毒素攻击，生命值被反复汲取。
_F155A1A0C33C26F8	abm_ml_poison_00200	毒素汲取伤害 4							敌人在一段时间内持续承受毒素攻击，生命值被反复汲取。
_31A5A9A0C33C26F8	abm_ml_poison_00225	毒素汲取伤害 5							敌人在一段时间内持续承受毒素攻击，生命值被反复汲取。
_7155B5A0C33C26F8	abm_ml_poison_00250	毒素汲取伤害 6							敌人在一段时间内持续承受毒素攻击，生命值被反复汲取。
_42D8EAB7C4225812	abm_ml_shockwave_00140	冲击波汲取伤害 1							敌人在一段时间内持续承受冲击波攻击，生命值被反复汲取。
_42D8EEB7C4225814	abm_ml_shockwave_00160	冲击波汲取伤害 2							敌人在一段时间内持续承受冲击波攻击，生命值被反复汲取。
_42D8F2B7C4225816	abm_ml_shockwave_00180	冲击波汲取伤害 3							敌人在一段时间内持续承受冲击波攻击，生命值被反复汲取。
_82D8F6B7C422580E	abm_ml_shockwave_00200	冲击波汲取伤害 4							敌人在一段时间内持续承受冲击波攻击，生命值被反复汲取。
_82D8FAB7C4226C10	abm_ml_shockwave_00225	冲击波汲取伤害 5							敌人在一段时间内持续承受冲击波攻击，生命值被反复汲取。
_82D8FEB7C4225813	abm_ml_shockwave_00250	冲击波汲取伤害 6							敌人在一段时间内持续承受冲击波攻击，生命值被反复汲取。
_DF70C6BDBEB11FC6	abm_ml_acid_00030	酸蚀汲取伤害 1							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BD3FB11FC6	abm_ml_acid_00040	酸蚀汲取伤害 2							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BDBFB11FC6	abm_ml_acid_00050	酸蚀汲取伤害 3							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6C240B11FC6	abm_ml_acid_00065	酸蚀汲取伤害 4							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BD01B11FC6	abm_ml_acid_00080	酸蚀汲取伤害 5							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BD3FC11FC6	abm_ml_acid_00100	酸蚀汲取伤害 6							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BDFFC11FC6	abm_ml_acid_00120	酸蚀汲取伤害 7							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BDC1C11FC6	abm_ml_acid_00140	酸蚀汲取伤害 8							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_DF70C6BD81C11FC6	abm_ml_acid_00160	酸蚀汲取伤害 9							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_485EE885A03B2D2E	abm_ml_acid_00180	酸蚀汲取伤害 10							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_485EE8869E4B2D2E	abm_ml_acid_00200	酸蚀汲取伤害 11							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_485EE88C1E4B2D2E	abm_ml_acid_00225	酸蚀汲取伤害 12							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_485EE888DF4B2D2E	abm_ml_acid_00250	酸蚀汲取伤害 13							敌人在一段时间内持续承受酸蚀攻击，生命值被反复汲取。
_87458EF5C10A4043	abm_ml_cold_00030	冰霜汲取伤害 1							敌人在一段时间内持续承受冰霜攻击，生命值被反复汲取。
_87458EF5420A4043	abm_ml_cold_00040	冰霜汲取伤害 2							敌人在一段时间内持续承受冰霜攻击，生命值被反复汲取。
