*HASH_VALUE	sbrick ID	name	* noms français	ia	da	p	pia	pda	description	description2	*commentaires
_82E5380C74C95BA3	bcmaeb05_mamg_2	中型手套 - 中等品质							中等品质 Matis 中型手套的制造图样。		
_85D2AD4E16C50F9E	bcmaeb08_mamp_2	中型裤子 - 中等品质							中等品质 Matis 中型裤子的制造图样。		
_9D0BD769FBFC1F41	bcmaeb11_mams_2	中型护臂 - 中等品质							中等品质 Matis 中型护臂的制造图样。		
_A142B15236BC4E80	bcmaeb14_mamv_2	中型背心 - 中等品质							中等品质 Matis 中型背心的制造图样。		
_93643DACEB1A02B8	bctaea17_2	施法者靴子 - 中等品质							中等品质 Tryker 施法者靴子的制造图样。		
_482521AED69EAB6F	bctaea18_2	施法者手套 - 中等品质							中等品质 Tryker 施法者手套的制造图样。		
_545A7CC78ACD8B67	bctaed08_tacp_2	施法者裤子 - 中等品质							中等品质 Tryker 施法者裤子的制造图样。		
_7223527AB2F451E7	bctaea20_2	施法者护臂 - 中等品质							中等品质 Tryker 施法者护臂的制造图样。		
_EFC44B1A2BB879BA	bctaea21_2	施法者背心 - 中等品质							中等品质 Tryker 施法者背心的制造图样。		
_D5F321380E8A6B7F	bctaec02_tahb_2	重型靴子 - 中等品质							中等品质 Tryker 重型靴子的制造图样。		
_17F618E54A69237C	bctaec05_tahg_2	重型手套 - 中等品质							中等品质 Tryker 重型手套的制造图样。		
_58650CDF4CD81777	bctaec08_tahh_2	重型头盔 - 中等品质							中等品质 Tryker 重型头盔的制造图样。		
_59F321374B7B677F	bctaec11_tahp_2	重型裤子 - 中等品质							中等品质 Tryker 重型裤子的制造图样。		
_F2C976C17B5EC71D	bctaec14_tahs_2	重型护臂 - 中等品质							中等品质 Tryker 重型护臂的制造图样。		
_77322960F16B2745	bctaec17_tahv_2	重型背心 - 中等品质							中等品质 Tryker 重型背心的制造图样。		
_53531D2E8FCA737A	bctaea02_talb_2	轻型靴子 - 中等品质							中等品质 Tryker 轻型靴子的制造图样。		
_993614D7CBA9176E	bctaea05_talg_2	轻型手套 - 中等品质							中等品质 Tryker 轻型手套的制造图样。		
_D7531D2D8EAB6F7A	bctaea08_talp_2	轻型裤子 - 中等品质							中等品质 Tryker 轻型裤子的制造图样。		
_F40962B33B4E9723	bctaea11_tals_2	轻型护臂 - 中等品质							中等品质 Tryker 轻型护臂的制造图样。		
_37512D56B3AB2F45	bctaea14_talv_2	轻型背心 - 中等品质							中等品质 Tryker 轻型背心的制造图样。		
_14591CAE45CC2340	bctaeb02_tamb_2	中型靴子 - 中等品质							中等品质 Tryker 中型靴子的制造图样。		
_E95DD281CFAEBFEF	bctaeb05_tamg_2	中型手套 - 中等品质							中等品质 Tryker 中型手套的制造图样。		
_1449E4BCC7BCEB5C	bctaeb08_tamp_2	中型裤子 - 中等品质							中等品质 Tryker 中型裤子的制造图样。		
_8257B0280BD5E182	bctaeb11_tams_2	中型护臂 - 中等品质							中等品质 Tryker 中型护臂的制造图样。		
_4B070D264B688876	bctaeb14_tamv_2	中型背心 - 中等品质							中等品质 Tryker 背心的制造图样。		
_73B6EF7A7B444ED6	bczaea17_2	施法者靴子 - 中等品质							中等品质 Zoraï 施法者靴子的制造图样。		
_60FF9ACDF9555FD9	bczaea18_2	施法者手套 - 中等品质							中等品质 Zoraï 施法者手套的制造图样。		
_7DFB4538D987F991	bczaed08_zacp_2	施法者裤子 - 中等品质							中等品质 Zoraï 施法者裤子的制造图样。		
_FAE765AF669DE8BA	bczaea20_2	施法者护臂 - 中等品质							中等品质 Zoraï 施法者护臂的制造图样。		
_3B00798D4E6C7E14	bczaea21_2	施法者背心 - 中等品质							中等品质 Zoraï 施法者背心的制造图样。		
_511CFC5DBC8DBA0F	bczaec02_zahb_2	重型靴子 - 中等品质							中等品质 Zoraï 重型靴子的制造图样。		
_CB8D78585D36C249	bczaec05_zahg_2	重型手套 - 中等品质							中等品质 Zoraï 重型手套的制造图样。		
_09AD784F9FC6A247	bczaec08_zahh_2	重型头盔 - 中等品质							中等品质 Zoraï 重型头盔的制造图样。		
_CEFDFC5D7C8D822A	bczaec11_zahp_2	重型裤子 - 中等品质							中等品质 Zoraï 重型裤子的制造图样。		
_5151EF024474E2A5	bczaec14_zahs_2	重型护臂 - 中等品质							中等品质 Zoraï 重型护臂的制造图样。		
_7E6939B6DD4A8A4D	bczaec17_zahv_2	重型背心 - 中等品质							中等品质 Zoraï 重型背心的制造图样。		
_52CCC45E3A2DC213	bczaea02_zalb_2	轻型靴子 - 中等品质							中等品质 Zoraï 轻型靴子的制造图样。		
_8BAC9057DB96CA4D	bczaea05_zalg_2	轻型手套 - 中等品质							中等品质 Zoraï 轻型手套的制造图样。		
_CFADC45EBC1D8A2E	bczaea08_zalp_2	轻型裤子 - 中等品质							中等品质 Zoraï 轻型裤子的制造图样。		
_CFB1FF0100D4EAA4	bczaea11_zals_2	轻型护臂 - 中等品质							中等品质 Zoraï 轻型护臂的制造图样。		
_7F6925A31BEAA251	bczaea14_zalv_2	轻型背心 - 中等品质							中等品质 Zoraï 轻型背心的制造图样。		
_804AF54D9AB50596	bczaeb02_zamb_2	中型靴子 - 中等品质							中等品质 Zoraï 中型靴子的制造图样。		
_054E4C0AF7613BA1	bczaeb05_zamg_2	中型手套 - 中等品质							中等品质 Zoraï 中型手套的制造图样。		
_044AF54C99960196	bczaeb08_zamp_2	中型裤子 - 中等品质							中等品质 Zoraï 中型裤子的制造图样。		
_E0A3EB679D4D174F	bczaeb11_zams_2	中型护臂 - 中等品质							中等品质 Zoraï 中型护臂的制造图样。		
_9FBAFD5DB98D4EFC	bczaeb14_zamv_2	中型背心 - 中等品质							中等品质 Zoraï 中型背心的制造图样。		
_6BC0BE30A830484F	bcfmea23_fm1bm_2	锤 - 中等品质							中等品质 Fyros 锤的制造图样。		
_B0B4B70D863B7C19	bcfmea09_2	杖 - 中等品质							中等品质 Fyros 杖的制造图样。		
_CAD0A70B0B7971D0	bcfmea17_fm1pd_2	匕首 - 中等品质							中等品质 Fyros 匕首的制造图样。		
_B58395CF4DD9F082	bcfmea20_fm1ps_2	矛 - 中等品质							中等品质 Fyros 矛的制造图样。		
_2286B0BDC9D864DE	bcfmea14_fm1sa_2	斧 - 中等品质							中等品质 Fyros 斧的制造图样。		
_F5E4ADDECF3A0894	bcfmea29_fm1ss_2	剑 - 中等品质							中等品质 Fyros 剑的制造图样。		
_270220D1CDA24D40	bcfmea08_fm2bm_2	长锤 - 中等品质							中等品质 Fyros 长锤的制造图样。		
_AB40DE332B90605D	bcfmea05_fm2pp_2	长矛 - 中等品质							中等品质 Fyros 长矛的制造图样。		
_E46B7959E99016BD	bcfmea02_fm2sa_2	长斧 - 中等品质							中等品质 Fyros 长斧的制造图样。		
_1DE28D05EAEE58C6	bcfmea11_fm2ss_2	长剑 - 中等品质							中等品质 Fyros 长剑的制造图样。		
_6540E2186A303051	bcmmea23_mm1bm_2	锤 - 中等品质							中等品质 Matis 锤的制造图样。		
_31A3D30707BA9813	bcmmea09_2	杖 - 中等品质							中等品质 Matis 杖的制造图样。		
_CAE0CBF34C9911D7	bcmmea17_mm1pd_2	匕首 - 中等品质							中等品质 Matis 匕首的制造图样。		
_7793B9B70F79F86A	bcmmea20_mm1ps_2	矛 - 中等品质							中等品质 Matis 矛的制造图样。		
_A315F0A58BD864D8	bcmmea14_mm1sa_2	斧 - 中等品质							中等品质 Matis 斧的制造图样。		
_B7F4D1C691DA107C	bcmmea29_mm1ss_2	剑 - 中等品质							中等品质 Matis 剑的制造图样。		
_27B24CA151A24D40	bcmmea08_mm2bm_2	长锤 - 中等品质							中等品质 Matis 长锤的制造图样。		
_A5C0021BED90485F	bcmmea05_mm2pp_2	长矛 - 中等品质							中等品质 Matis 长矛的制造图样。		
_E47B8543A50016BD	bcmmea02_mm2sa_2	长斧 - 中等品质							中等品质 Matis 长斧的制造图样。		
_9C1251F4ACEE58C6	bcmmea11_mm2ss_2	长剑 - 中等品质							中等品质 Matis 长剑的制造图样。		
_73E2381ACB5743BF	bctmea23_tm1bm_2	锤 - 中等品质							中等品质 Tryker 锤的制造图样。		
_6676E7DF24C771B6	bctmea09_2	杖 - 中等品质							中等品质 Tryker 杖的制造图样。		
_2F2A6DF46B13D883	bctmea17_tm1pd_2	匕首 - 中等品质							中等品质 Tryker 匕首的制造图样。		
_025E3CFD09871C2A	bctmea20_tm1ps_2	矛 - 中等品质							中等品质 Tryker 矛的制造图样。		
_269392FC473D53B9	bctmea14_tm1sa_2	斧 - 中等品质							中等品质 Tryker 斧的制造图样。		
_C34E78FE90E92043	bctmea29_tm1ss_2	剑 - 中等品质							中等品质 Tryker 剑的制造图样。		
_4334FE14E80964C1	bctmea08_tm2bm_2	长锤 - 中等品质							中等品质 Tryker 长锤的制造图样。		
_B51338224E684FD5	bctmea05_tm2pp_2	长矛 - 中等品质							中等品质 Tryker 长矛的制造图样。		
_11BFCAD1D33EBB1F	bctmea02_tm2sa_2	长斧 - 中等品质							中等品质 Tryker 长斧的制造图样。		
_4E9F926ABAD8F9C3	bctmea11_tm2ss_2	长剑 - 中等品质							中等品质 Tryker 长剑的制造图样。		
_07620E26ADF7104F	bczmea23_zm1bm_2	锤 - 中等品质							中等品质 Zoraï 锤的制造图样。		
_B054F9FF869ABE0B	bczmea09_2	杖 - 中等品质							中等品质 Zoraï 杖的制造图样。		
_E931F77D8D7949E4	bczmea17_zm1pd_2	匕首 - 中等品质							中等品质 Zoraï 匕首的制造图样。		
_D9E4E5C571F9F078	bczmea20_zm1ps_2	矛 - 中等品质							中等品质 Zoraï 矛的制造图样。		
_414650B3CED856D0	bczmea14_zm1sa_2	斧 - 中等品质							中等品质 Zoraï 斧的制造图样。		
_1945FDD4F35A088A	bczmea29_zm1ss_2	剑 - 中等品质							中等品质 Zoraï 剑的制造图样。		
_658370BDD7A24D40	bczmea08_zm2bm_2	长锤 - 中等品质							中等品质 Zoraï 长锤的制造图样。		
_47E22E293057285D	bczmea05_zm2pp_2	长矛 - 中等品质							中等品质 Zoraï 长矛的制造图样。		
_0393914F6BD116BD	bczmea02_zm2sa_2	长斧 - 中等品质							中等品质 Zoraï 长斧的制造图样。		
_B943B50FEFEE5842	bczmea11_zm2ss_2	长剑 - 中等品质							中等品质 Zoraï 长剑的制造图样。		
_4CD41C895A496979	bcfrea05_2	弓手枪 - 中等品质							中等品质 Fyros 弓手枪的制造图样。		
_9317D3F776B101F0	bcfrea04_2	手枪 - 中等品质							中等品质 Fyros 手枪的制造图样。		
_BDD51760B666C1B1	bcfrea01_2	连发投射器 - 中等品质							中等品质 Fyros 连发投射器的制造图样。		
_D871FC8027EE4EBD	bcfrea02_2	弓式步枪 - 中等品质							中等品质 Fyros 弓式步枪的制造图样。		
_D7D0E470675F66B8	bcfrea03_2	投射器 - 中等品质							中等品质 Fyros 投射器的制造图样。		
_7114CB02459B900E	bcfrea06_2	步枪 - 中等品质							中等品质 Fyros 步枪的制造图样。		
_4E4254895A49696D	bcmrea05_2	弓手枪 - 中等品质							中等品质 Matis 弓手枪的制造图样。		
_1406D7F9702101EA	bcmrea04_2	手枪 - 中等品质							中等品质 Matis 手枪的制造图样。		
_3EC43360358661B2	bcmrea01_2	连发投射器 - 中等品质							中等品质 Matis 连发投射器的制造图样。		
_D880B88727EE4EB7	bcmrea02_2	弓式步枪 - 中等品质							中等品质 Matis 弓式步枪的制造图样。		
_D7DFA077675F66B2	bcmrea03_2	投射器 - 中等品质							中等品质 Matis 投射器的制造图样。		
_F203E7FCC61AAC08	bcmrea06_2	步枪 - 中等品质							中等品质 Matis 步枪的制造图样。		
_9649490834824164	bctrea05_2	弓手枪 - 中等品质							中等品质 Tryker 弓手枪的制造图样。		
_BC1704B688DD1F6C	bctrea04_2	手枪 - 中等品质							中等品质 Tryker 手枪的制造图样。		
_60D82DA5F37EF2B1	bctrea01_2	连发投射器 - 中等品质							中等品质 Tryker 连发投射器的制造图样。		
_54B54C2F0533895D	bctrea02_2	弓式步枪 - 中等品质							中等品质 Tryker 弓式步枪的制造图样。		
_5275DC43CB539951	bctrea03_2	投射器 - 中等品质							中等品质 Tryker 投射器的制造图样。		
_29C6B7E4A4166DB5	bctrea06_2	步枪 - 中等品质							中等品质 Tryker 步枪的制造图样。		
_F4F08C1EA13C51C6	bctrea07_2	鱼叉枪 - 中等品质							中等品质 Tryker 鱼叉枪的制造图样。		
_4CD3BC895A494D5D	bczrea05_2	弓手枪 - 中等品质							中等品质 Zoraï 弓手枪的制造图样。		
_937EEBF7F3F2F3E2	bczrea04_2	手枪 - 中等品质							中等品质 Zoraï 手枪的制造图样。		
_BD7567DC33668BB7	bczrea01_2	连发投射器 - 中等品质							中等品质 Zoraï 连发投射器的制造图样。		
_5511249427EE402B	bczrea02_2	弓式步枪 - 中等品质							中等品质 Zoraï 弓式步枪的制造图样。		
_54700C84675F5826	bczrea03_2	投射器 - 中等品质							中等品质 Zoraï 投射器的制造图样。		
_71B40DF445FAD200	bczrea06_2	步枪 - 中等品质							中等品质 Zoraï 步枪的制造图样。		
_3A497BF8062448B3	bcfaea17_3	施法者靴子 - 高等品质							高等品质 Fyros 施法者靴子的制造图样。		
_73F8A9F1385158A3	bcfaea18_3	施法者手套 - 高等品质							高等品质 Fyros 施法者手套的制造图样。		
_C0A0A058E5D8F4C5	bcfaed09_facp_3	施法者裤子 - 高等品质							高等品质 Fyros 施法者裤子的制造图样。		
_97E30AF11A7CC98C	bcfaea20_3	施法者护臂 - 高等品质							高等品质 Fyros 施法者护臂的制造图样。		
_EA1070EF4DDFE9B7	bcfaea21_3	施法者背心 - 高等品质							高等品质 Fyros 施法者背心的制造图样。		
_E604405B5E2ADBB1	bcfaec03_fahb_3	重型靴子 - 高等品质							高等品质 Fyros 重型靴子的制造图样。		
_CA91AD2D953974A7	bcfaec06_fahg_3	重型手套 - 高等品质							高等品质 Fyros 重型手套的制造图样。		
_C8F1952E5649789F	bcfaec09_fahh_3	重型头盔 - 高等品质							高等品质 Fyros 重型头盔的制造图样。		
_E6E4D0771E3ADBBF	bcfaec12_fahp_3	重型裤子 - 高等品质							高等品质 Fyros 重型裤子的制造图样。		
_3BF2738490C0C37C	bcfaec15_fahs_3	重型护臂 - 高等品质							高等品质 Fyros 重型护臂的制造图样。		
_C61227762936DDD7	bcfaec18_fahv_3	重型背心 - 高等品质							高等品质 Fyros 重型背心的制造图样。		
_E984405B5E8A63BD	bcfaea03_falb_3	轻型靴子 - 高等品质							高等品质 Fyros 轻型靴子的制造图样。		
_CDD1AD2D54084CB1	bcfaea06_falg_3	轻型手套 - 高等品质							高等品质 Fyros 轻型手套的制造图样。		
_E964D077E08A63CB	bcfaea09_falp_3	轻型裤子 - 高等品质							高等品质 Fyros 轻型裤子的制造图样。		
_3D32737F4CD09386	bcfaea12_fals_3	轻型护臂 - 高等品质							高等品质 Fyros 轻型护臂的制造图样。		
_4992377668E689CF	bcfaea15_falv_3	轻型背心 - 高等品质							高等品质 Fyros 轻型背心的制造图样。		
_48525399F7C33CBB	bcfaeb18_famb_3	中型靴子 - 高等品质							高等品质 Fyros 中型靴子的制造图样。		
_A1E640AF702067C2	bcfaeb21_famg_3	中型手套 - 高等品质							高等品质 Fyros 中型手套的制造图样。		
_48524F8AF7B43CC9	bcfaeb24_famp_3	中型裤子 - 高等品质							高等品质 Fyros 中型裤子的制造图样。		
_8A8125854BE350BD	bcfaeb27_fams_3	中型护臂 - 高等品质							高等品质 Fyros 中型护臂的制造图样。		
_251A903AC0F745AE	bcfaeb30_famv_3	中型背心 - 高等品质							高等品质 Fyros 背心的制造图样。		
_B97923E7C82448B3	bcmaea17_3	施法者靴子 - 高等品质							高等品质 Matis 施法者靴子的制造图样。		
_F487CDD9FA51589D	bcmaea18_3	施法者手套 - 高等品质							高等品质 Matis 施法者手套的制造图样。		
_C010BC52E577B0CC	bcmaed09_macp_3	施法者裤子 - 高等品质							高等品质 Matis 施法者裤子的制造图样。		
_916312D9DC7CB18E	bcmaea20_3	施法者护臂 - 高等品质							高等品质 Matis 施法者护臂的制造图样。		
_EAC080BFD1DFE9B7	bcmaea21_3	施法者背心 - 高等品质							高等品质 Matis 施法者背心的制造图样。		
_E6745C5B5C6A1BBF	bcmaec03_mahb_3	重型靴子 - 高等品质							高等品质 Matis 重型靴子的制造图样。		
_CA01C92795D830AE	bcmaec06_mahg_3	重型手套 - 高等品质							高等品质 Matis 重型手套的制造图样。		
_C861B12856E834A6	bcmaec09_mahh_3	重型头盔 - 高等品质							高等品质 Matis 重型头盔的制造图样。		
_E654EC771C7A1BCD	bcmaec12_mahp_3	重型裤子 - 高等品质							高等品质 Matis 重型裤子的制造图样。		
_3B62778609506383	bcmaec15_mahs_3	重型护臂 - 高等品质							高等品质 Matis 重型护臂的制造图样。		
_88824376A8F685C6	bcmaec18_mahv_3	重型背心 - 高等品质							高等品质 Matis 重型背心的制造图样。		
_E9F45C5B5CCAA3CB	bcmaea03_malb_3	轻型靴子 - 高等品质							高等品质 Matis 轻型靴子的制造图样。		
_CD41C92754A708B8	bcmaea06_malg_3	轻型手套 - 高等品质							高等品质 Matis 轻型手套的制造图样。		
_E9D4EC77DECAA3D9	bcmaea09_malp_3	轻型裤子 - 高等品质							高等品质 Matis 轻型裤子的制造图样。		
_3DA27781C560338D	bcmaea12_mals_3	轻型护臂 - 高等品质							高等品质 Matis 轻型护臂的制造图样。		
_0B025376E7A631BE	bcmaea15_malv_3	轻型背心 - 高等品质							高等品质 Matis 轻型背心的制造图样。		
